date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:32	10649/10649	---M--	200	added ('OK')	image/png	etag:%222f48cd387fa116eaf9e99b3cf77ff613%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand4.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand4.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-2.html)
12:59:33	7696/7696	---M--	200	added ('OK')	image/png	etag:%22d3e4b2e3522e8c3ee1496982289e7f94%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand5.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand5.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-2.html)
12:59:34	9539/9539	---M--	200	added ('OK')	image/png	etag:%220bae001e74a8a820dcbea934d78411ff%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand6.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/brand/brand6.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-2.html)
12:59:35	134861/134861	---M--	200	added ('OK')	image/jpeg	etag:%223501d8f04f0f71af8f1cd38dbe973f93%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider7.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider7.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-3.html)
12:59:35	180511/180511	---M--	200	added ('OK')	image/jpeg	etag:%2254cf8be3b091a24370ec7293750e4c13%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider8.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider8.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-3.html)
12:59:36	163350/163350	---M--	200	added ('OK')	image/jpeg	etag:%228cde30f9edb4f4f01742d5629e176f93%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider9.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider9.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-3.html)
12:59:37	179246/179246	---M--	200	added ('OK')	image/png	etag:%2232295eb55ab33dd8415c0b7935ac747e%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/img-top-vogue3.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/img-top-vogue3.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-3.html)
12:59:38	3710/3710	---M--	200	added ('OK')	image/png	etag:%224b70f8bd0602aeda5ac30d9f88a50566%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/signature.png	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/signature.png	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-3.html)
12:59:38	152842/152842	---M--	200	added ('OK')	image/jpeg	etag:%22b72822d4d1f2697bf3cdb459ea768575%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider10.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider10.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:39	347988/347988	---M--	200	added ('OK')	image/jpeg	etag:%22f0cf2c71eaf12a5d698d0458df9cd07a%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider11.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider11.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:39	134861/134861	---M--	200	added ('OK')	image/jpeg	etag:%223501d8f04f0f71af8f1cd38dbe973f93%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider12.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/slider/slider12.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:40	24278/24278	---M--	200	added ('OK')	image/jpeg	etag:%22787286c223d86b57a60dd5823688ca73%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner3.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
12:59:40	17576/17576	---M--	200	added ('OK')	image/jpeg	etag:%22a91d1151bf9137cf96515b4e041fdcf6%22	https://demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/ecom/demo.hasthemes.com/lukani-preview-v1/lukani/assets/img/bg/banner4.jpg	(from https://demo.hasthemes.com/lukani-preview-v1/lukani/index-4.html)
