date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:15	36145/36145	---MCZ	200	added ('OK')	text/html	etag:W/%225f02fc32-8d31%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/tables/sortable-table.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/tables/sortable-table.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:15	33335/33335	---MCZ	200	added ('OK')	text/html	etag:W/%225f02fc32-8237%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/google-maps.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/google-maps.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:16	31549/31549	---MCZ	200	added ('OK')	text/html	etag:W/%225f02fc32-7b3d%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/mapael.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/mapael.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:16	29986/29986	---MCZ	200	added ('OK')	text/html	etag:W/%225f02fc32-7522%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/vector-map.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/maps/vector-map.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:17	3660/3660	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-e4c%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/login.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/login.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:17	5003/5003	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-138b%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/login-2.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/login-2.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:18	4003/4003	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-fa3%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/register.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/register.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:18	5568/5568	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-15c0%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/register-2.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/register-2.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:19	2713/2713	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-a99%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/lock-screen.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/lock-screen.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
12:04:20	2806/2806	---MCZ	200	added ('OK')	text/html	etag:W/%225eff14c6-af6%22	https://www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/error-404.html	C:/My%20Web%20Sites/Admin%20E-commerce/www.bootstrapdash.com/demo/aquaui/template/demo_1/pages/samples/error-404.html	(from https://www.bootstrapdash.com/demo/aquaui/template/demo_1/index.html)
